Date,Currency,Exchange
2024-12-06,AUD,1.3172
2024-12-06,EUR,0.8462
2024-12-06,GBP,0.7475
2024-12-07,USD,1.0
2024-12-07,CAD,1.2838
2024-12-07,AUD,1.3306
2024-12-07,EUR,0.8485
2024-12-07,GBP,0.7472
2024-12-08,USD,1.0
2024-12-08,CAD,1.2836
2024-12-08,AUD,1.3303
2024-12-08,EUR,0.8516
2024-12-08,GBP,0.7454
2024-12-09,USD,1.0
2024-12-09,CAD,1.2836
2024-12-09,AUD,1.3303
2024-12-09,EUR,0.8516
2024-12-09,GBP,0.7454
2024-12-10,USD,1.0
2024-12-10,CAD,1.2836
2024-12-10,AUD,1.3303
2024-12-10,EUR,0.8516
2024-12-10,GBP,0.7454
2024-12-11,USD,1.0
2024-12-11,CAD,1.2859
2024-12-11,AUD,1.3288
2024-12-11,EUR,0.8477
2024-12-11,GBP,0.7481
2024-12-12,USD,1.0
2024-12-12,CAD,1.2832
2024-12-12,AUD,1.3208
2024-12-12,EUR,0.8499
2024-12-12,GBP,0.7485
2024-12-13,USD,1.0
2024-12-13,CAD,1.286
2024-12-13,AUD,1.321
2024-12-13,EUR,0.8521
2024-12-13,GBP,0.749
2024-12-14,USD,1.0
2024-12-14,CAD,1.2829
2024-12-14,AUD,1.3045
2024-12-14,EUR,0.8442
2024-12-14,GBP,0.7443
2024-12-15,USD,1.0
2024-12-15,CAD,1.2765
2024-12-15,AUD,1.3029
2024-12-15,EUR,0.847
2024-12-15,GBP,0.7475
2024-12-16,USD,1.0
2024-12-16,CAD,1.2765
2024-12-16,AUD,1.3029
2024-12-16,EUR,0.847
2024-12-16,GBP,0.7475
2024-12-17,USD,1.0
2024-12-17,CAD,1.2765
2024-12-17,AUD,1.3029
2024-12-17,EUR,0.847
2024-12-17,GBP,0.7475
2024-12-18,USD,1.0
2024-12-18,CAD,1.2874
2024-12-18,AUD,1.305
2024-12-18,EUR,0.8478
2024-12-18,GBP,0.7478
2024-12-19,USD,1.0
2024-12-19,CAD,1.2862
2024-12-19,AUD,1.3031
2024-12-19,EUR,0.8458
2024-12-19,GBP,0.7485
2024-12-20,USD,1.0
2024-12-20,CAD,1.285
2024-12-20,AUD,1.3024
2024-12-20,EUR,0.8442
2024-12-20,GBP,0.7456
2024-12-21,USD,1.0
2024-12-21,CAD,1.2804
2024-12-21,AUD,1.3029
2024-12-21,EUR,0.8432
2024-12-21,GBP,0.7485
2024-12-22,USD,1.0
2024-12-22,CAD,1.2703
2024-12-22,AUD,1.2957
2024-12-22,EUR,0.8437
2024-12-22,GBP,0.7472
2024-12-23,USD,1.0
2024-12-23,CAD,1.2703
2024-12-23,AUD,1.2957
2024-12-23,EUR,0.8437
2024-12-23,GBP,0.7472
2024-12-24,USD,1.0
2024-12-24,CAD,1.2703
2024-12-24,AUD,1.2957
2024-12-24,EUR,0.8437
2024-12-24,GBP,0.7472
2024-12-25,USD,1.0
2024-12-25,CAD,1.2703
2024-12-25,AUD,1.2957
2024-12-25,EUR,0.8437
2024-12-25,GBP,0.7472
2024-12-26,USD,1.0
2024-12-26,CAD,1.2703
2024-12-26,AUD,1.2957
2024-12-26,EUR,0.8437
2024-12-26,GBP,0.7472
2024-12-27,USD,1.0
2024-12-27,CAD,1.2634
2024-12-27,AUD,1.2876
2024-12-27,EUR,0.8407
2024-12-27,GBP,0.7448
2024-12-28,USD,1.0
2024-12-28,CAD,1.261
2024-12-28,AUD,1.2846
2024-12-28,EUR,0.8379
2024-12-28,GBP,0.7438
2024-12-29,USD,1.0
2024-12-29,CAD,1.254
2024-12-29,AUD,1.2796
2024-12-29,EUR,0.8338
2024-12-29,GBP,0.7398
2024-12-30,USD,1.0
2024-12-30,CAD,1.254
2024-12-30,AUD,1.2796
2024-12-30,EUR,0.8338
2024-12-30,GBP,0.7398
2024-12-31,USD,1.0
2024-12-31,CAD,1.254
2024-12-31,AUD,1.2796
2024-12-31,EUR,0.8338
2024-12-31,GBP,0.7398
2025-01-01,USD,1.0
2025-01-01,CAD,1.254
2025-01-01,AUD,1.2796
2025-01-01,EUR,0.8338
2025-01-01,GBP,0.7398
2025-01-02,USD,1.0
2025-01-02,CAD,1.2539
2025-01-02,AUD,1.2775
2025-01-02,EUR,0.8288
2025-01-02,GBP,0.7373
2025-01-03,USD,1.0
2025-01-03,CAD,1.2515
2025-01-03,AUD,1.2758
2025-01-03,EUR,0.8317
2025-01-03,GBP,0.7373
2025-01-04,USD,1.0
2025-01-04,CAD,1.2527
2025-01-04,AUD,1.2763
2025-01-04,EUR,0.8288
2025-01-04,GBP,0.7385
2025-01-05,USD,1.0
2025-01-05,CAD,1.251
2025-01-05,AUD,1.2753
2025-01-05,EUR,0.8302
2025-01-05,GBP,0.7379
2025-01-06,USD,1.0
2025-01-06,CAD,1.251
2025-01-06,AUD,1.2753
2025-01-06,EUR,0.8302
2025-01-06,GBP,0.7379
2025-01-07,USD,1.0
2025-01-07,CAD,1.251
2025-01-07,AUD,1.2753
2025-01-07,EUR,0.8302
2025-01-07,GBP,0.7379
2025-01-08,USD,1.0
2025-01-08,CAD,1.2428
2025-01-08,AUD,1.277
2025-01-08,EUR,0.8352
2025-01-08,GBP,0.7384
2025-01-09,USD,1.0
2025-01-09,CAD,1.2425
2025-01-09,AUD,1.2774
2025-01-09,EUR,0.8381
2025-01-09,GBP,0.7398
2025-01-10,USD,1.0
2025-01-10,CAD,1.2451
2025-01-10,AUD,1.2749
2025-01-10,EUR,0.8339
2025-01-10,GBP,0.7394
2025-01-11,USD,1.0
2025-01-11,CAD,1.256
2025-01-11,AUD,1.2716
2025-01-11,EUR,0.8322
2025-01-11,GBP,0.7412
2025-01-12,USD,1.0
2025-01-12,CAD,1.2519
2025-01-12,AUD,1.2702
2025-01-12,EUR,0.8239
2025-01-12,GBP,0.7332
2025-01-13,USD,1.0
2025-01-13,CAD,1.2519
2025-01-13,AUD,1.2702
2025-01-13,EUR,0.8239
2025-01-13,GBP,0.7332
2025-01-14,USD,1.0
2025-01-14,CAD,1.2519
2025-01-14,AUD,1.2702
2025-01-14,EUR,0.8239
2025-01-14,GBP,0.7332
2025-01-15,USD,1.0
2025-01-15,CAD,1.2432
2025-01-15,AUD,1.2571
2025-01-15,EUR,0.8145
2025-01-15,GBP,0.7253
2025-01-16,USD,1.0
2025-01-16,CAD,1.2424
2025-01-16,AUD,1.2575
2025-01-16,EUR,0.8177
2025-01-16,GBP,0.7266
2025-01-17,USD,1.0
2025-01-17,CAD,1.2444
2025-01-17,AUD,1.2549
2025-01-17,EUR,0.8195
2025-01-17,GBP,0.7258
2025-01-18,USD,1.0
2025-01-18,CAD,1.2447
2025-01-18,AUD,1.2514
2025-01-18,EUR,0.8173
2025-01-18,GBP,0.7209
2025-01-19,USD,1.0
2025-01-19,CAD,1.2441
2025-01-19,AUD,1.2486
2025-01-19,EUR,0.816
2025-01-19,GBP,0.7211
2025-01-20,USD,1.0
2025-01-20,CAD,1.2441
2025-01-20,AUD,1.2486
2025-01-20,EUR,0.816
2025-01-20,GBP,0.7211
2025-01-21,USD,1.0
2025-01-21,CAD,1.2441
2025-01-21,AUD,1.2486
2025-01-21,EUR,0.816
2025-01-21,GBP,0.7211
2025-01-22,USD,1.0
2025-01-22,CAD,1.2477
2025-01-22,AUD,1.249
2025-01-22,EUR,0.8171
2025-01-22,GBP,0.7197
2025-01-23,USD,1.0
2025-01-23,CAD,1.2482
2025-01-23,AUD,1.2544
2025-01-23,EUR,0.8164
2025-01-23,GBP,0.717
2025-01-24,USD,1.0
2025-01-24,CAD,1.2329
2025-01-24,AUD,1.2395
2025-01-24,EUR,0.8096
2025-01-24,GBP,0.7058
2025-01-25,USD,1.0
2025-01-25,CAD,1.2323
2025-01-25,AUD,1.2378
2025-01-25,EUR,0.806
2025-01-25,GBP,0.7015
2025-01-26,USD,1.0
2025-01-26,CAD,1.2323
2025-01-26,AUD,1.2367
2025-01-26,EUR,0.8041
2025-01-26,GBP,0.7023
2025-01-27,USD,1.0
2025-01-27,CAD,1.2323
2025-01-27,AUD,1.2367
2025-01-27,EUR,0.8041
2025-01-27,GBP,0.7023
2025-01-28,USD,1.0
2025-01-28,CAD,1.2323
2025-01-28,AUD,1.2367
2025-01-28,EUR,0.8041
2025-01-28,GBP,0.7023
2025-01-29,USD,1.0
2025-01-29,CAD,1.2335
2025-01-29,AUD,1.2361
2025-01-29,EUR,0.8078
2025-01-29,GBP,0.7104
2025-01-30,USD,1.0
2025-01-30,CAD,1.2321
2025-01-30,AUD,1.2354
2025-01-30,EUR,0.8051
2025-01-30,GBP,0.7079
2025-01-31,USD,1.0
2025-01-31,CAD,1.2274
2025-01-31,AUD,1.2328
2025-01-31,EUR,0.8028
2025-01-31,GBP,0.7057
2025-02-01,USD,1.0
2025-02-01,CAD,1.2319
2025-02-01,AUD,1.2495
2025-02-01,EUR,0.8026
2025-02-01,GBP,0.7025
2025-02-02,USD,1.0
2025-02-02,CAD,1.2317
2025-02-02,AUD,1.2512
2025-02-02,EUR,0.8005
2025-02-02,GBP,0.7033
2025-02-03,USD,1.0
2025-02-03,CAD,1.2317
2025-02-03,AUD,1.2512
2025-02-03,EUR,0.8005
2025-02-03,GBP,0.7033
2025-02-04,USD,1.0
2025-02-04,CAD,1.2317
2025-02-04,AUD,1.2512
2025-02-04,EUR,0.8005
2025-02-04,GBP,0.7033
2025-02-05,USD,1.0
2025-02-05,CAD,1.2434
2025-02-05,AUD,1.2592
2025-02-05,EUR,0.8039
2025-02-05,GBP,0.712
2025-02-06,USD,1.0
2025-02-06,CAD,1.2562
2025-02-06,AUD,1.2757
2025-02-06,EUR,0.8111
2025-02-06,GBP,0.7209
2025-02-07,USD,1.0
2025-02-07,CAD,1.2518
2025-02-07,AUD,1.2712
2025-02-07,EUR,0.8105
2025-02-07,GBP,0.7187
2025-02-08,USD,1.0
2025-02-08,CAD,1.2571
2025-02-08,AUD,1.2809
2025-02-08,EUR,0.8162
2025-02-08,GBP,0.7143
2025-02-09,USD,1.0
2025-02-09,CAD,1.2609
2025-02-09,AUD,1.2809
2025-02-09,EUR,0.8148
2025-02-09,GBP,0.7231
2025-02-10,USD,1.0
2025-02-10,CAD,1.2609
2025-02-10,AUD,1.2809
2025-02-10,EUR,0.8148
2025-02-10,GBP,0.7231
2025-02-11,USD,1.0
2025-02-11,CAD,1.2609
2025-02-11,AUD,1.2809
2025-02-11,EUR,0.8148
2025-02-11,GBP,0.7231
2025-02-12,USD,1.0
2025-02-12,CAD,1.258
2025-02-12,AUD,1.2758
2025-02-12,EUR,0.8155
2025-02-12,GBP,0.7225
2025-02-13,USD,1.0
2025-02-13,CAD,1.2604
2025-02-13,AUD,1.2742
2025-02-13,EUR,0.8108
2025-02-13,GBP,0.7211
2025-02-14,USD,1.0
2025-02-14,CAD,1.2575
2025-02-14,AUD,1.272
2025-02-14,EUR,0.8098
2025-02-14,GBP,0.7211
2025-02-15,USD,1.0
2025-02-15,CAD,1.249
2025-02-15,AUD,1.2613
2025-02-15,EUR,0.8004
2025-02-15,GBP,0.7097
2025-02-16,USD,1.0
2025-02-16,CAD,1.2506
2025-02-16,AUD,1.2592
2025-02-16,EUR,0.8023
2025-02-16,GBP,0.7125
2025-02-17,USD,1.0
2025-02-17,CAD,1.2506
2025-02-17,AUD,1.2592
2025-02-17,EUR,0.8023
2025-02-17,GBP,0.7125
2025-02-18,USD,1.0
2025-02-18,CAD,1.2506
2025-02-18,AUD,1.2592
2025-02-18,EUR,0.8023
2025-02-18,GBP,0.7125
2025-02-19,USD,1.0
2025-02-19,CAD,1.2564
2025-02-19,AUD,1.2632
2025-02-19,EUR,0.8058
2025-02-19,GBP,0.7139
2025-02-20,USD,1.0
2025-02-20,CAD,1.2604
2025-02-20,AUD,1.2681
2025-02-20,EUR,0.8104
2025-02-20,GBP,0.7145
2025-02-21,USD,1.0
2025-02-21,CAD,1.2671
2025-02-21,AUD,1.2739
2025-02-21,EUR,0.8122
2025-02-21,GBP,0.7185
2025-02-22,USD,1.0
2025-02-22,CAD,1.2699
2025-02-22,AUD,1.2788
2025-02-22,EUR,0.8146
2025-02-22,GBP,0.7196
2025-02-23,USD,1.0
2025-02-23,CAD,1.2695
2025-02-23,AUD,1.2782
2025-02-23,EUR,0.8131
2025-02-23,GBP,0.715
2025-02-24,USD,1.0
2025-02-24,CAD,1.2695
2025-02-24,AUD,1.2782
2025-02-24,EUR,0.8131
2025-02-24,GBP,0.715
2025-02-25,USD,1.0
2025-02-25,CAD,1.2695
2025-02-25,AUD,1.2782
2025-02-25,EUR,0.8131
2025-02-25,GBP,0.715
2025-02-26,USD,1.0
2025-02-26,CAD,1.2676
2025-02-26,AUD,1.2752
2025-02-26,EUR,0.8117
2025-02-26,GBP,0.7128
2025-02-27,USD,1.0
2025-02-27,CAD,1.272
2025-02-27,AUD,1.2762
2025-02-27,EUR,0.8129
2025-02-27,GBP,0.7186
2025-02-28,USD,1.0
2025-02-28,CAD,1.2779
2025-02-28,AUD,1.2803
2025-02-28,EUR,0.8187
2025-02-28,GBP,0.7239
2025-03-01,USD,1.0
2025-03-01,CAD,1.2862
2025-03-01,AUD,1.2937
2025-03-01,EUR,0.8216
2025-03-01,GBP,0.7273
2025-03-02,USD,1.0
2025-03-02,CAD,1.288
2025-03-02,AUD,1.2902
2025-03-02,EUR,0.8122
2025-03-02,GBP,0.7255
2025-03-03,USD,1.0
2025-03-03,CAD,1.288
2025-03-03,AUD,1.2902
2025-03-03,EUR,0.8122
2025-03-03,GBP,0.7255
2025-03-04,USD,1.0
2025-03-04,CAD,1.288
2025-03-04,AUD,1.2902
2025-03-04,EUR,0.8122
2025-03-04,GBP,0.7255
2025-03-05,USD,1.0
2025-03-05,CAD,1.2931
2025-03-05,AUD,1.2909
2025-03-05,EUR,0.8125
2025-03-05,GBP,0.7237
2025-03-06,USD,1.0
2025-03-06,CAD,1.2886
2025-03-06,AUD,1.2763
2025-03-06,EUR,0.8057
2025-03-06,GBP,0.7184
2025-03-07,USD,1.0
2025-03-07,CAD,1.2931
2025-03-07,AUD,1.2812
2025-03-07,EUR,0.8053
2025-03-07,GBP,0.7209
2025-03-08,USD,1.0
2025-03-08,CAD,1.2917
2025-03-08,AUD,1.2811
2025-03-08,EUR,0.8051
2025-03-08,GBP,0.7203
2025-03-09,USD,1.0
2025-03-09,CAD,1.2894
2025-03-09,AUD,1.2832
2025-03-09,EUR,0.8136
2025-03-09,GBP,0.7232
2025-03-10,USD,1.0
2025-03-10,CAD,1.2894
2025-03-10,AUD,1.2832
2025-03-10,EUR,0.8136
2025-03-10,GBP,0.7232
2025-03-11,USD,1.0
2025-03-11,CAD,1.2894
2025-03-11,AUD,1.2832
2025-03-11,EUR,0.8136
2025-03-11,GBP,0.7232
2025-03-12,USD,1.0
2025-03-12,CAD,1.2829
2025-03-12,AUD,1.2714
2025-03-12,EUR,0.8129
2025-03-12,GBP,0.7201
2025-03-13,USD,1.0
2025-03-13,CAD,1.2837
2025-03-13,AUD,1.267
2025-03-13,EUR,0.8079
2025-03-13,GBP,0.7162
2025-03-14,USD,1.0
2025-03-14,CAD,1.293
2025-03-14,AUD,1.2648
2025-03-14,EUR,0.8085
2025-03-14,GBP,0.7165
2025-03-15,USD,1.0
2025-03-15,CAD,1.2985
2025-03-15,AUD,1.275
2025-03-15,EUR,0.8103
2025-03-15,GBP,0.717
2025-03-16,USD,1.0
2025-03-16,CAD,1.3078
2025-03-16,AUD,1.2893
2025-03-16,EUR,0.8129
2025-03-16,GBP,0.7174
2025-03-17,USD,1.0
2025-03-17,CAD,1.3078
2025-03-17,AUD,1.2893
2025-03-17,EUR,0.8129
2025-03-17,GBP,0.7174
2025-03-18,USD,1.0
2025-03-18,CAD,1.3078
2025-03-18,AUD,1.2893
2025-03-18,EUR,0.8129
2025-03-18,GBP,0.7174
2025-03-19,USD,1.0
2025-03-19,CAD,1.3084
2025-03-19,AUD,1.2994
2025-03-19,EUR,0.8124
2025-03-19,GBP,0.7116
2025-03-20,USD,1.0
2025-03-20,CAD,1.3066
2025-03-20,AUD,1.298
2025-03-20,EUR,0.8146
2025-03-20,GBP,0.7145
2025-03-21,USD,1.0
2025-03-21,CAD,1.298
2025-03-21,AUD,1.3018
2025-03-21,EUR,0.8139
2025-03-21,GBP,0.7114
2025-03-22,USD,1.0
2025-03-22,CAD,1.2901
2025-03-22,AUD,1.297
2025-03-22,EUR,0.812
2025-03-22,GBP,0.708
2025-03-23,USD,1.0
2025-03-23,CAD,1.2853
2025-03-23,AUD,1.2942
2025-03-23,EUR,0.81
2025-03-23,GBP,0.707
2025-03-24,USD,1.0
2025-03-24,CAD,1.2853
2025-03-24,AUD,1.2942
2025-03-24,EUR,0.81
2025-03-24,GBP,0.707
2025-03-25,USD,1.0
2025-03-25,CAD,1.2853
2025-03-25,AUD,1.2942
2025-03-25,EUR,0.81
2025-03-25,GBP,0.707
2025-03-26,USD,1.0
2025-03-26,CAD,1.2889
2025-03-26,AUD,1.293
2025-03-26,EUR,0.8057
2025-03-26,GBP,0.703
2025-03-27,USD,1.0
2025-03-27,CAD,1.2887
2025-03-27,AUD,1.2985
2025-03-27,EUR,0.808
2025-03-27,GBP,0.7106
2025-03-28,USD,1.0
2025-03-28,CAD,1.2884
2025-03-28,AUD,1.3012
2025-03-28,EUR,0.8066
2025-03-28,GBP,0.7066
2025-03-29,USD,1.0
2025-03-29,CAD,1.2901
2025-03-29,AUD,1.3015
2025-03-29,EUR,0.8116
2025-03-29,GBP,0.7101
2025-03-30,USD,1.0
2025-03-30,CAD,1.2901
2025-03-30,AUD,1.3015
2025-03-30,EUR,0.8116
2025-03-30,GBP,0.7101
2025-03-31,USD,1.0
2025-03-31,CAD,1.2901
2025-03-31,AUD,1.3015
2025-03-31,EUR,0.8116
2025-03-31,GBP,0.7101
2025-04-01,USD,1.0
2025-04-01,CAD,1.2901
2025-04-01,AUD,1.3015
2025-04-01,EUR,0.8116
2025-04-01,GBP,0.7101
2025-04-02,USD,1.0
2025-04-02,CAD,1.2901
2025-04-02,AUD,1.3015
2025-04-02,EUR,0.8116
2025-04-02,GBP,0.7101
2025-04-03,USD,1.0
2025-04-03,CAD,1.2852
2025-04-03,AUD,1.2995
2025-04-03,EUR,0.8125
2025-04-03,GBP,0.7111
2025-04-04,USD,1.0
2025-04-04,CAD,1.2835
2025-04-04,AUD,1.3016
2025-04-04,EUR,0.8146
2025-04-04,GBP,0.7134
2025-04-05,USD,1.0
2025-04-05,CAD,1.2772
2025-04-05,AUD,1.3002
2025-04-05,EUR,0.8157
2025-04-05,GBP,0.7128
2025-04-06,USD,1.0
2025-04-06,CAD,1.2792
2025-04-06,AUD,1.3024
2025-04-06,EUR,0.8174
2025-04-06,GBP,0.7135
2025-04-07,USD,1.0
2025-04-07,CAD,1.2792
2025-04-07,AUD,1.3024
2025-04-07,EUR,0.8174
2025-04-07,GBP,0.7135
2025-04-08,USD,1.0
2025-04-08,CAD,1.2792
2025-04-08,AUD,1.3024
2025-04-08,EUR,0.8174
2025-04-08,GBP,0.7135
2025-04-09,USD,1.0
2025-04-09,CAD,1.2781
2025-04-09,AUD,1.3045
2025-04-09,EUR,0.8127
2025-04-09,GBP,0.7078
2025-04-10,USD,1.0
2025-04-10,CAD,1.2657
2025-04-10,AUD,1.2925
2025-04-10,EUR,0.809
2025-04-10,GBP,0.7053
2025-04-11,USD,1.0
2025-04-11,CAD,1.2617
2025-04-11,AUD,1.2904
2025-04-11,EUR,0.8075
2025-04-11,GBP,0.7054
2025-04-12,USD,1.0
2025-04-12,CAD,1.2592
2025-04-12,AUD,1.2897
2025-04-12,EUR,0.8115
2025-04-12,GBP,0.7039
2025-04-13,USD,1.0
2025-04-13,CAD,1.257
2025-04-13,AUD,1.2829
2025-04-13,EUR,0.8119
2025-04-13,GBP,0.7015
2025-04-14,USD,1.0
2025-04-14,CAD,1.257
2025-04-14,AUD,1.2829
2025-04-14,EUR,0.8119
2025-04-14,GBP,0.7015
2025-04-15,USD,1.0
2025-04-15,CAD,1.257
2025-04-15,AUD,1.2829
2025-04-15,EUR,0.8119
2025-04-15,GBP,0.7015
2025-04-16,USD,1.0
2025-04-16,CAD,1.2608
2025-04-16,AUD,1.2876
2025-04-16,EUR,0.8084
2025-04-16,GBP,0.699
2025-04-17,USD,1.0
2025-04-17,CAD,1.2552
2025-04-17,AUD,1.2875
2025-04-17,EUR,0.8093
2025-04-17,GBP,0.6982
2025-04-18,USD,1.0
2025-04-18,CAD,1.257
2025-04-18,AUD,1.2878
2025-04-18,EUR,0.8072
2025-04-18,GBP,0.7031
2025-04-19,USD,1.0
2025-04-19,CAD,1.2604
2025-04-19,AUD,1.2835
2025-04-19,EUR,0.8076
2025-04-19,GBP,0.7024
2025-04-20,USD,1.0
2025-04-20,CAD,1.2639
2025-04-20,AUD,1.2985
2025-04-20,EUR,0.8124
2025-04-20,GBP,0.7117
2025-04-21,USD,1.0
2025-04-21,CAD,1.2639
2025-04-21,AUD,1.2985
2025-04-21,EUR,0.8124
2025-04-21,GBP,0.7117
2025-04-22,USD,1.0
2025-04-22,CAD,1.2639
2025-04-22,AUD,1.2985
2025-04-22,EUR,0.8124
2025-04-22,GBP,0.7117
2025-04-23,USD,1.0
2025-04-23,CAD,1.2787
2025-04-23,AUD,1.3082
2025-04-23,EUR,0.8171
2025-04-23,GBP,0.7161
2025-04-24,USD,1.0
2025-04-24,CAD,1.2824
2025-04-24,AUD,1.3132
2025-04-24,EUR,0.8188
2025-04-24,GBP,0.7162
2025-04-25,USD,1.0
2025-04-25,CAD,1.2888
2025-04-25,AUD,1.3228
2025-04-25,EUR,0.8207
2025-04-25,GBP,0.7171
2025-04-26,USD,1.0
2025-04-26,CAD,1.2835
2025-04-26,AUD,1.3207
2025-04-26,EUR,0.8218
2025-04-26,GBP,0.7158
2025-04-27,USD,1.0
2025-04-27,CAD,1.2882
2025-04-27,AUD,1.3235
2025-04-27,EUR,0.8285
2025-04-27,GBP,0.7266
2025-04-28,USD,1.0
2025-04-28,CAD,1.2882
2025-04-28,AUD,1.3235
2025-04-28,EUR,0.8285
2025-04-28,GBP,0.7266
2025-04-29,USD,1.0
2025-04-29,CAD,1.2882
2025-04-29,AUD,1.3235
2025-04-29,EUR,0.8285
2025-04-29,GBP,0.7266
2025-04-30,USD,1.0
2025-04-30,CAD,1.2867
2025-04-30,AUD,1.3257
2025-04-30,EUR,0.8279
2025-04-30,GBP,0.7282
2025-05-01,USD,1.0
2025-05-01,CAD,1.2867
2025-05-01,AUD,1.3257
2025-05-01,EUR,0.8279
2025-05-01,GBP,0.7282
2025-05-02,USD,1.0
2025-05-02,CAD,1.2827
2025-05-02,AUD,1.3315
2025-05-02,EUR,0.8328
2025-05-02,GBP,0.7332
2025-05-03,USD,1.0
2025-05-03,CAD,1.2845
2025-05-03,AUD,1.3281
2025-05-03,EUR,0.8339
2025-05-03,GBP,0.7353
2025-05-04,USD,1.0
2025-05-04,CAD,1.2875
2025-05-04,AUD,1.3297
2025-05-04,EUR,0.8355
2025-05-04,GBP,0.7372
2025-05-05,USD,1.0
2025-05-05,CAD,1.2875
2025-05-05,AUD,1.3297
2025-05-05,EUR,0.8355
2025-05-05,GBP,0.7372
2025-05-06,USD,1.0
2025-05-06,CAD,1.2875
2025-05-06,AUD,1.3297
2025-05-06,EUR,0.8355
2025-05-06,GBP,0.7372
2025-05-07,USD,1.0
2025-05-07,CAD,1.2887
2025-05-07,AUD,1.3344
2025-05-07,EUR,0.8402
2025-05-07,GBP,0.7395
2025-05-08,USD,1.0
2025-05-08,CAD,1.2972
2025-05-08,AUD,1.342
2025-05-08,EUR,0.8425
2025-05-08,GBP,0.7408
2025-05-09,USD,1.0
2025-05-09,CAD,1.2879
2025-05-09,AUD,1.3404
2025-05-09,EUR,0.8418
2025-05-09,GBP,0.7361
2025-05-10,USD,1.0
2025-05-10,CAD,1.2773
2025-05-10,AUD,1.3357
2025-05-10,EUR,0.8419
2025-05-10,GBP,0.7393
2025-05-11,USD,1.0
2025-05-11,CAD,1.2734
2025-05-11,AUD,1.324
2025-05-11,EUR,0.8379
2025-05-11,GBP,0.7374
2025-05-12,USD,1.0
2025-05-12,CAD,1.2734
2025-05-12,AUD,1.324
2025-05-12,EUR,0.8379
2025-05-12,GBP,0.7374
2025-05-13,USD,1.0
2025-05-13,CAD,1.2734
2025-05-13,AUD,1.324
2025-05-13,EUR,0.8379
2025-05-13,GBP,0.7374
2025-05-14,USD,1.0
2025-05-14,CAD,1.2764
2025-05-14,AUD,1.3231
2025-05-14,EUR,0.8342
2025-05-14,GBP,0.7361
2025-05-15,USD,1.0
2025-05-15,CAD,1.2836
2025-05-15,AUD,1.3344
2025-05-15,EUR,0.8415
2025-05-15,GBP,0.7397
2025-05-16,USD,1.0
2025-05-16,CAD,1.2866
2025-05-16,AUD,1.3358
2025-05-16,EUR,0.8486
2025-05-16,GBP,0.7418
2025-05-17,USD,1.0
2025-05-17,CAD,1.2772
2025-05-17,AUD,1.3283
2025-05-17,EUR,0.8471
2025-05-17,GBP,0.7399
2025-05-18,USD,1.0
2025-05-18,CAD,1.2795
2025-05-18,AUD,1.3304
2025-05-18,EUR,0.8488
2025-05-18,GBP,0.7412
2025-05-19,USD,1.0
2025-05-19,CAD,1.2795
2025-05-19,AUD,1.3304
2025-05-19,EUR,0.8488
2025-05-19,GBP,0.7412
2025-05-20,USD,1.0
2025-05-20,CAD,1.2795
2025-05-20,AUD,1.3304
2025-05-20,EUR,0.8488
2025-05-20,GBP,0.7412
2025-05-21,USD,1.0
2025-05-21,CAD,1.2874
2025-05-21,AUD,1.3283
2025-05-21,EUR,0.8504
2025-05-21,GBP,0.7453
2025-05-22,USD,1.0
2025-05-22,CAD,1.2774
2025-05-22,AUD,1.3179
2025-05-22,EUR,0.8479
2025-05-22,GBP,0.7435
2025-05-23,USD,1.0
2025-05-23,CAD,1.2905
2025-05-23,AUD,1.3276
2025-05-23,EUR,0.8541
2025-05-23,GBP,0.7512
2025-05-24,USD,1.0
2025-05-24,CAD,1.2885
2025-05-24,AUD,1.3232
2025-05-24,EUR,0.8527
2025-05-24,GBP,0.7459
2025-05-25,USD,1.0
2025-05-25,CAD,1.2956
2025-05-25,AUD,1.3211
2025-05-25,EUR,0.8565
2025-05-25,GBP,0.7498
2025-05-26,USD,1.0
2025-05-26,CAD,1.2956
2025-05-26,AUD,1.3211
2025-05-26,EUR,0.8565
2025-05-26,GBP,0.7498
2025-05-27,USD,1.0
2025-05-27,CAD,1.2956
2025-05-27,AUD,1.3211
2025-05-27,EUR,0.8565
2025-05-27,GBP,0.7498
2025-05-28,USD,1.0
2025-05-28,CAD,1.298
2025-05-28,AUD,1.3234
2025-05-28,EUR,0.8588
2025-05-28,GBP,0.7512
2025-05-29,USD,1.0
2025-05-29,CAD,1.3028
2025-05-29,AUD,1.3295
2025-05-29,EUR,0.8652
2025-05-29,GBP,0.754
2025-05-30,USD,1.0
2025-05-30,CAD,1.2975
2025-05-30,AUD,1.3247
2025-05-30,EUR,0.8597
2025-05-30,GBP,0.7522
2025-05-31,USD,1.0
2025-05-31,CAD,1.2854
2025-05-31,AUD,1.3175
2025-05-31,EUR,0.8548
2025-05-31,GBP,0.7495
2025-06-01,USD,1.0
2025-06-01,CAD,1.2976
2025-06-01,AUD,1.3278
2025-06-01,EUR,0.857
2025-06-01,GBP,0.7514
2025-06-02,USD,1.0
2025-06-02,CAD,1.2976
2025-06-02,AUD,1.3278
2025-06-02,EUR,0.857
2025-06-02,GBP,0.7514
2025-06-03,USD,1.0
2025-06-03,CAD,1.2976
2025-06-03,AUD,1.3278
2025-06-03,EUR,0.857
2025-06-03,GBP,0.7514
2025-06-04,USD,1.0
2025-06-04,CAD,1.2906
2025-06-04,AUD,1.3045
