Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Payment Method
1638006,3,2022-06-26,2022-06-30,1227891,55,2493,3,USD,Cash
1638007,1,2022-06-26,2022-07-02,1539806,66,612,1,USD,Digital Wallet
1638008,1,2022-06-26,2022-07-02,595017,0,22,4,EUR,Digital Wallet
1638009,1,2022-06-26,2022-06-28,1187490,40,1652,5,GBP,Credit Card
1638009,2,2022-06-26,2022-06-30,1187490,40,1596,1,GBP,Digital Wallet
1638009,3,2022-06-26,2022-06-30,1187490,40,2484,4,GBP,Credit Card
1638010,1,2022-06-26,2022-06-29,321291,8,1465,2,CAD,Cash
1638010,2,2022-06-26,2022-06-30,321291,8,440,2,CAD,Digital Wallet
1638010,3,2022-06-26,2022-07-04,321291,8,1614,5,CAD,Credit Card
1638010,4,2022-06-26,2022-07-03,321291,8,730,2,CAD,Credit Card
1638011,1,2022-06-26,2022-06-28,737166,0,1366,1,EUR,Credit Card
1638012,1,2022-06-26,2022-06-29,2080484,47,1195,2,USD,Credit Card
1638012,2,2022-06-26,2022-07-01,2080484,47,1793,1,USD,Digital Wallet
1638012,3,2022-06-26,2022-06-30,2080484,47,1533,1,USD,Digital Wallet
1638013,1,2022-06-26,2022-06-30,1785366,48,1609,2,USD,Credit Card
1638014,1,2022-06-26,2022-06-27,240347,9,341,5,CAD,Credit Card
1638014,2,2022-06-26,2022-07-01,240347,9,1700,1,CAD,Credit Card
1638014,3,2022-06-26,2022-07-01,240347,9,2508,3,CAD,Credit Card
1638015,1,2022-06-26,2022-07-03,1092098,0,344,1,GBP,Credit Card
1638016,1,2022-06-26,2022-06-28,1877744,63,1628,2,USD,Cash
1638016,2,2022-06-26,2022-07-03,1877744,63,2357,4,USD,Cash
1638017,1,2022-06-26,2022-07-01,1769294,65,1430,2,USD,Credit Card
1638017,2,2022-06-26,2022-07-03,1769294,65,1611,3,USD,Cash
1638017,3,2022-06-26,2022-07-04,1769294,65,1349,3,USD,Cash
1638018,1,2022-06-26,2022-07-03,2007027,55,1575,2,USD,Credit Card
1638018,2,2022-06-26,2022-06-27,2007027,55,1653,2,USD,Credit Card
1638018,3,2022-06-26,2022-07-04,2007027,55,1577,1,USD,Cash
1638019,1,2022-06-26,2022-06-28,1335146,0,63,5,USD,Credit Card
1638019,2,2022-06-26,2022-07-03,1335146,0,1062,3,USD,Credit Card
1638019,3,2022-06-26,2022-07-03,1335146,0,359,5,USD,Credit Card
1638020,1,2022-06-26,2022-07-01,1208968,54,49,1,USD,Credit Card
1638021,1,2022-06-26,2022-06-28,1691086,47,1757,6,USD,Digital Wallet
1638021,2,2022-06-26,2022-07-04,1691086,47,180,3,USD,Credit Card
1638022,1,2022-06-26,2022-07-01,1750142,0,148,2,USD,Credit Card
1638022,2,2022-06-26,2022-07-01,1750142,0,1520,4,USD,Digital Wallet
1638022,3,2022-06-26,2022-07-03,1750142,0,1616,1,USD,Cash
1638023,1,2022-06-26,2022-07-02,1103294,37,1704,1,GBP,Credit Card
1638023,2,2022-06-26,2022-07-01,1103294,37,2093,3,GBP,Cash
1638025,1,2022-06-26,2022-07-03,1673438,47,40,1,USD,Cash
1638026,1,2022-06-26,2022-06-30,1051282,39,1664,4,GBP,Credit Card
1638026,2,2022-06-26,2022-07-01,1051282,39,2114,6,GBP,Credit Card
1638026,3,2022-06-26,2022-06-30,1051282,39,1255,2,GBP,Cash
1638026,4,2022-06-26,2022-07-04,1051282,39,565,5,GBP,Credit Card
1638026,5,2022-06-26,2022-06-29,1051282,39,1484,1,GBP,Digital Wallet
1638026,6,2022-06-26,2022-07-02,1051282,39,1183,1,GBP,Credit Card
1638026,7,2022-06-26,2022-07-04,1051282,39,2459,4,GBP,Credit Card
1638027,1,2022-06-26,2022-06-27,1472967,62,41,1,USD,Credit Card
1638028,1,2022-06-26,2022-06-28,1929971,44,1506,1,USD,Cash
1638028,2,2022-06-26,2022-06-28,1929971,44,581,1,USD,Credit Card
1638028,3,2022-06-26,2022-06-29,1929971,44,440,1,USD,Credit Card
1638029,1,2022-06-26,2022-07-01,1734698,62,449,1,USD,Credit Card
1638029,2,2022-06-26,2022-06-27,1734698,62,451,2,USD,Cash
1638029,3,2022-06-26,2022-06-29,1734698,62,1715,4,USD,Credit Card
1638031,1,2022-06-26,2022-06-29,1422175,0,1669,6,USD,Cash
1638031,2,2022-06-26,2022-06-28,1422175,0,1672,1,USD,Cash
1638031,3,2022-06-26,2022-06-30,1422175,0,446,2,USD,Credit Card
1638032,1,2022-06-26,2022-07-04,1301181,0,1588,7,USD,Credit Card
1638032,2,2022-06-26,2022-07-04,1301181,0,100,3,USD,Credit Card
1638032,3,2022-06-26,2022-06-30,1301181,0,78,1,USD,Credit Card
1638032,4,2022-06-26,2022-07-01,1301181,0,419,2,USD,Digital Wallet
1638032,5,2022-06-26,2022-07-01,1301181,0,493,7,USD,Credit Card
1638032,6,2022-06-26,2022-07-03,1301181,0,1049,1,USD,Cash
1638033,1,2022-06-26,2022-07-03,611635,0,1615,1,EUR,Digital Wallet
1638033,2,2022-06-26,2022-07-04,611635,0,459,2,EUR,Credit Card
1638033,3,2022-06-26,2022-06-29,611635,0,2030,3,EUR,Credit Card
1638033,4,2022-06-26,2022-07-01,611635,0,1518,3,EUR,Cash
1638034,1,2022-06-26,2022-06-30,1141652,0,1673,1,GBP,Credit Card
1638035,1,2022-06-26,2022-07-04,1730391,53,1001,1,USD,Credit Card
1639002,1,2022-06-27,2022-06-28,927080,0,104,2,GBP,Credit Card
1639002,2,2022-06-27,2022-06-29,927080,0,1388,3,GBP,Credit Card
1639003,1,2022-06-27,2022-07-01,876841,32,1616,3,EUR,Credit Card
1639003,2,2022-06-27,2022-07-04,876841,32,390,1,EUR,Credit Card
1639003,3,2022-06-27,2022-07-03,876841,32,1681,3,EUR,Digital Wallet
1639005,1,2022-06-27,2022-07-02,2076591,55,1760,1,USD,Credit Card
1639005,2,2022-06-27,2022-06-29,2076591,55,1427,1,USD,Credit Card
1639006,1,2022-06-27,2022-07-03,1618921,59,603,3,USD,Credit Card
1639007,1,2022-06-27,2022-07-05,1802052,43,105,2,USD,Credit Card
1639007,2,2022-06-27,2022-06-29,1802052,43,1661,2,USD,Credit Card
1639008,1,2022-06-27,2022-06-30,1693920,0,1300,2,USD,Credit Card
1639008,2,2022-06-27,2022-07-05,1693920,0,1665,1,USD,Credit Card
1639008,3,2022-06-27,2022-07-02,1693920,0,2491,1,USD,Credit Card
1639008,4,2022-06-27,2022-06-30,1693920,0,1697,2,USD,Credit Card
1639009,1,2022-06-27,2022-07-05,2073697,63,917,5,USD,Credit Card
1639009,2,2022-06-27,2022-06-29,2073697,63,439,1,USD,Credit Card
1639009,3,2022-06-27,2022-06-30,2073697,63,1206,1,USD,Credit Card
1639009,4,2022-06-27,2022-07-05,2073697,63,2509,1,USD,Credit Card
1639010,1,2022-06-27,2022-07-05,1480115,53,1064,5,USD,Credit Card
1639011,1,2022-06-27,2022-07-02,1401276,49,1623,7,USD,Cash
1639011,2,2022-06-27,2022-07-01,1401276,49,1163,1,USD,Credit Card
1639011,3,2022-06-27,2022-06-28,1401276,49,1009,1,USD,Credit Card
1639011,4,2022-06-27,2022-07-03,1401276,49,1598,3,USD,Credit Card
1639012,1,2022-06-27,2022-07-01,1969704,54,66,1,USD,Credit Card
1639013,1,2022-06-27,2022-07-05,1226012,66,1648,3,USD,Credit Card
1639013,2,2022-06-27,2022-06-29,1226012,66,1813,3,USD,Credit Card
1639014,1,2022-06-27,2022-07-05,2063343,0,439,3,USD,Credit Card
1639014,2,2022-06-27,2022-07-01,2063343,0,1592,1,USD,Credit Card
1639015,1,2022-06-27,2022-06-30,1800131,59,1714,7,USD,Credit Card
1639015,2,2022-06-27,2022-07-02,1800131,59,1199,2,USD,Credit Card
1639015,3,2022-06-27,2022-07-01,1800131,59,65,3,USD,Digital Wallet
1639015,4,2022-06-27,2022-07-01,1800131,59,1680,3,USD,Credit Card
1639015,5,2022-06-27,2022-07-02,1800131,59,1336,2,USD,Credit Card
1639015,6,2022-06-27,2022-06-30,1800131,59,418,8,USD,Credit Card
1639015,7,2022-06-27,2022-06-28,1800131,59,1726,4,USD,Credit Card
1639016,1,2022-06-27,2022-07-01,1951334,55,56,1,USD,Credit Card
1639016,2,2022-06-27,2022-07-03,1951334,55,73,1,USD,Cash
1639016,3,2022-06-27,2022-06-29,1951334,55,1148,2,USD,Digital Wallet
1639016,4,2022-06-27,2022-07-04,1951334,55,987,3,USD,Credit Card
1639017,1,2022-06-27,2022-06-30,1316816,47,1692,1,USD,Credit Card
1639018,1,2022-06-27,2022-07-05,1313754,49,456,5,USD,Digital Wallet
1639018,2,2022-06-27,2022-06-30,1313754,49,89,3,USD,Digital Wallet
1639018,3,2022-06-27,2022-07-01,1313754,49,459,1,USD,Credit Card
1639018,4,2022-06-27,2022-07-03,1313754,49,1822,3,USD,Digital Wallet
1639019,1,2022-06-27,2022-07-04,1908923,48,1494,3,USD,Credit Card
1639019,2,2022-06-27,2022-07-05,1908923,48,1666,1,USD,Credit Card
1639021,1,2022-06-27,2022-07-02,1284322,0,1818,2,USD,Digital Wallet
1639022,1,2022-06-27,2022-07-04,1765346,0,497,1,USD,Credit Card
1639023,1,2022-06-27,2022-07-01,1944880,49,487,2,USD,Cash
1639023,2,2022-06-27,2022-07-01,1944880,49,325,4,USD,Credit Card
1639023,4,2022-06-27,2022-07-02,1944880,49,2140,2,USD,Cash
1639024,1,2022-06-27,2022-06-29,1303880,50,1967,1,USD,Credit Card
1639024,2,2022-06-27,2022-07-02,1303880,50,946,1,USD,Cash
1639024,3,2022-06-27,2022-07-01,1303880,50,1586,2,USD,Credit Card
1639025,1,2022-06-27,2022-06-28,1534133,44,429,2,USD,Credit Card
1639026,1,2022-06-27,2022-07-02,475574,27,1563,7,EUR,Cash
1639026,2,2022-06-27,2022-07-05,475574,27,985,2,EUR,Credit Card
1639026,3,2022-06-27,2022-06-29,475574,27,1421,2,EUR,Digital Wallet
1639026,4,2022-06-27,2022-07-02,475574,27,1410,1,EUR,Credit Card
1639028,1,2022-06-27,2022-07-02,633904,12,1383,2,EUR,Credit Card
1639028,2,2022-06-27,2022-06-30,633904,12,2497,8,EUR,Credit Card
1639029,1,2022-06-27,2022-06-30,788834,0,1505,1,EUR,Credit Card
1639030,1,2022-06-27,2022-07-01,937300,38,1454,1,GBP,Cash
1639031,1,2022-06-27,2022-07-05,1365045,48,417,4,USD,Digital Wallet
1639032,1,2022-06-27,2022-07-01,1743080,48,403,1,USD,Digital Wallet
1639032,2,2022-06-27,2022-07-04,1743080,48,118,1,USD,Credit Card
1639033,1,2022-06-27,2022-07-05,1888585,55,1265,2,USD,Credit Card
1639033,2,2022-06-27,2022-07-02,1888585,55,452,2,USD,Cash
1639033,3,2022-06-27,2022-06-28,1888585,55,1595,3,USD,Cash
1639035,1,2022-06-27,2022-07-03,1361682,0,1003,8,USD,Digital Wallet
1639036,1,2022-06-27,2022-07-01,1915620,61,399,3,USD,Cash
1639037,1,2022-06-27,2022-07-02,1323882,63,1439,4,USD,Cash
1639037,2,2022-06-27,2022-07-02,1323882,63,470,2,USD,Cash
1639038,1,2022-06-27,2022-07-03,1314859,56,201,7,USD,Cash
1639039,1,2022-06-27,2022-07-02,1563724,62,426,2,USD,Cash
1639039,2,2022-06-27,2022-07-03,1563724,62,434,2,USD,Credit Card
1639040,1,2022-06-27,2022-07-03,1241860,63,432,2,USD,Cash
1639041,1,2022-06-27,2022-07-04,448232,0,2106,2,EUR,Digital Wallet
1640000,1,2022-06-28,2022-07-03,607852,12,1315,2,EUR,Credit Card
1640001,1,2022-06-28,2022-07-05,1727550,0,1638,2,USD,Credit Card
1640002,1,2022-06-28,2022-07-03,1204396,55,1323,7,USD,Credit Card
1640002,2,2022-06-28,2022-07-01,1204396,55,47,3,USD,Credit Card
1640002,3,2022-06-28,2022-07-04,1204396,55,2502,1,USD,Digital Wallet
1640002,4,2022-06-28,2022-06-30,1204396,55,49,8,USD,Credit Card
1640002,5,2022-06-28,2022-07-04,1204396,55,617,3,USD,Cash
1640002,6,2022-06-28,2022-06-30,1204396,55,1811,2,USD,Digital Wallet
1640004,1,2022-06-28,2022-07-03,436747,23,32,1,EUR,Digital Wallet
1640005,1,2022-06-28,2022-07-02,1240746,45,1677,8,USD,Credit Card
1640006,1,2022-06-28,2022-06-29,1446473,44,1693,1,USD,Credit Card
1640006,2,2022-06-28,2022-07-05,1446473,44,1454,3,USD,Credit Card
1640006,3,2022-06-28,2022-07-03,1446473,44,1594,2,USD,Credit Card
1640006,4,2022-06-28,2022-06-29,1446473,44,1372,7,USD,Credit Card
1640006,5,2022-06-28,2022-07-01,1446473,44,1593,3,USD,Credit Card
1640006,6,2022-06-28,2022-06-30,1446473,44,445,1,USD,Credit Card
1640007,1,2022-06-28,2022-07-05,768882,29,1706,1,EUR,Credit Card
1640007,2,2022-06-28,2022-07-01,768882,29,427,8,EUR,Credit Card
1640008,1,2022-06-28,2022-07-02,1852635,0,164,2,USD,Digital Wallet
1640009,1,2022-06-28,2022-07-02,2007027,0,444,4,USD,Credit Card
1640009,2,2022-06-28,2022-07-04,2007027,0,743,3,USD,Credit Card
1640010,1,2022-06-28,2022-07-05,308920,10,1583,1,CAD,Cash
1640010,2,2022-06-28,2022-07-05,308920,10,1684,5,CAD,Credit Card
1640011,1,2022-06-28,2022-07-05,668660,13,176,3,EUR,Cash
1640011,2,2022-06-28,2022-07-03,668660,13,1468,2,EUR,Credit Card
1640012,1,2022-06-28,2022-07-06,1169886,37,1632,6,GBP,Credit Card
1640012,2,2022-06-28,2022-07-06,1169886,37,1327,7,GBP,Credit Card
1640013,1,2022-06-28,2022-07-04,1572714,0,1672,1,USD,Credit Card
1640013,2,2022-06-28,2022-07-02,1572714,0,50,2,USD,Credit Card
1640013,3,2022-06-28,2022-07-02,1572714,0,1796,1,USD,Digital Wallet
1640013,4,2022-06-28,2022-07-04,1572714,0,1658,4,USD,Credit Card
1640014,1,2022-06-28,2022-07-01,579293,23,1678,3,EUR,Credit Card
1640015,1,2022-06-28,2022-06-29,1887682,54,1818,7,USD,Cash
1640015,2,2022-06-28,2022-06-30,1887682,54,393,10,USD,Cash
1640015,3,2022-06-28,2022-07-02,1887682,54,1588,1,USD,Credit Card
1640015,4,2022-06-28,2022-07-04,1887682,54,2010,1,USD,Cash
1640016,1,2022-06-28,2022-07-02,983422,40,353,1,GBP,Digital Wallet
1640016,2,2022-06-28,2022-07-01,983422,40,1632,2,GBP,Credit Card
1640016,3,2022-06-28,2022-07-05,983422,40,518,10,GBP,Credit Card
1640016,4,2022-06-28,2022-07-05,983422,40,1458,3,GBP,Digital Wallet
1640017,1,2022-06-28,2022-07-06,350710,10,1670,2,CAD,Credit Card
1640017,2,2022-06-28,2022-06-30,350710,10,71,1,CAD,Digital Wallet
1640017,3,2022-06-28,2022-07-06,350710,10,1587,3,CAD,Credit Card
1640018,1,2022-06-28,2022-07-05,2002372,44,1016,3,USD,Cash
1640018,2,2022-06-28,2022-07-05,2002372,44,1687,3,USD,Credit Card
1640018,3,2022-06-28,2022-07-01,2002372,44,2463,2,USD,Credit Card
1640018,4,2022-06-28,2022-07-06,2002372,44,1771,1,USD,Digital Wallet
1640019,1,2022-06-28,2022-06-29,947510,39,1425,6,GBP,Digital Wallet
1640019,2,2022-06-28,2022-07-01,947510,39,445,3,GBP,Credit Card
1640019,3,2022-06-28,2022-06-30,947510,39,1598,1,GBP,Digital Wallet
1640019,4,2022-06-28,2022-07-05,947510,39,1745,3,GBP,Credit Card
1640021,1,2022-06-28,2022-07-06,159547,6,1300,2,AUD,Credit Card
1640023,1,2022-06-28,2022-06-30,1131276,42,2108,3,GBP,Credit Card
1640024,1,2022-06-28,2022-07-02,1122233,0,67,3,GBP,Digital Wallet
1640025,1,2022-06-28,2022-06-29,1811457,59,100,8,USD,Cash
1640026,1,2022-06-28,2022-07-03,368827,9,2501,3,CAD,Credit Card
1640026,2,2022-06-28,2022-07-02,368827,9,1650,1,CAD,Credit Card
1640026,3,2022-06-28,2022-07-05,368827,9,114,3,CAD,Credit Card
1640026,4,2022-06-28,2022-07-04,368827,9,1471,1,CAD,Cash
1641000,1,2022-06-29,2022-07-02,1744031,50,1688,5,USD,Credit Card
1641002,1,2022-06-29,2022-07-07,504517,22,1609,1,EUR,Credit Card
1641003,1,2022-06-29,2022-07-07,777688,0,1731,6,EUR,Cash
1641003,2,2022-06-29,2022-07-02,777688,0,102,4,EUR,Credit Card
1641003,3,2022-06-29,2022-07-01,777688,0,1530,9,EUR,Cash
1641003,4,2022-06-29,2022-07-05,777688,0,1627,3,EUR,Credit Card
1641004,1,2022-06-29,2022-07-01,1857129,63,1608,4,USD,Credit Card
1641006,1,2022-06-29,2022-07-05,203916,9,423,3,CAD,Credit Card
1641006,2,2022-06-29,2022-07-01,203916,9,423,5,CAD,Credit Card
1641007,1,2022-06-29,2022-07-04,1779637,48,1789,7,USD,Credit Card
1641007,2,2022-06-29,2022-07-04,1779637,48,1454,8,USD,Cash
1641011,1,2022-06-29,2022-07-03,1036471,40,2505,3,GBP,Cash
1641012,1,2022-06-29,2022-07-04,1052614,39,2104,1,GBP,Digital Wallet
1641013,1,2022-06-29,2022-07-05,973459,0,2490,3,GBP,Credit Card
1641013,2,2022-06-29,2022-07-01,973459,0,1771,3,GBP,Digital Wallet
1641014,1,2022-06-29,2022-07-05,1960149,55,1818,3,USD,Credit Card
1641014,2,2022-06-29,2022-07-03,1960149,55,2189,1,USD,Credit Card
1641015,1,2022-06-29,2022-07-03,1961950,53,61,2,USD,Credit Card
1641016,1,2022-06-29,2022-07-06,1090726,36,2504,3,GBP,Cash
1641017,1,2022-06-29,2022-06-30,460999,24,168,1,EUR,Credit Card
1641017,2,2022-06-29,2022-07-04,460999,24,2489,2,EUR,Credit Card
1641017,3,2022-06-29,2022-07-02,460999,24,1614,5,EUR,Credit Card
1641017,4,2022-06-29,2022-07-02,460999,24,1202,1,EUR,Credit Card
1641018,1,2022-06-29,2022-06-30,305074,9,1747,1,CAD,Credit Card
1641019,1,2022-06-29,2022-07-01,548802,24,1798,3,EUR,Credit Card
1641019,2,2022-06-29,2022-06-30,548802,24,1588,1,EUR,Credit Card
1641019,3,2022-06-29,2022-07-01,548802,24,368,2,EUR,Digital Wallet
1641020,1,2022-06-29,2022-07-07,1660494,64,1613,2,USD,Digital Wallet
1641020,2,2022-06-29,2022-07-04,1660494,64,403,1,USD,Digital Wallet
1641020,3,2022-06-29,2022-07-04,1660494,64,1584,1,USD,Credit Card
1641020,4,2022-06-29,2022-07-03,1660494,64,1734,2,USD,Credit Card
1641020,5,2022-06-29,2022-07-03,1660494,64,169,1,USD,Digital Wallet
1641021,1,2022-06-29,2022-07-03,1737226,55,524,4,USD,Credit Card
1641021,2,2022-06-29,2022-07-07,1737226,55,435,5,USD,Credit Card
1641021,3,2022-06-29,2022-07-03,1737226,55,2507,1,USD,Credit Card
1641022,1,2022-06-29,2022-07-02,760031,29,69,1,EUR,Credit Card
1641023,1,2022-06-29,2022-07-06,1493457,59,90,2,USD,Credit Card
1641023,3,2022-06-29,2022-07-03,1493457,59,510,1,USD,Credit Card
1641024,1,2022-06-29,2022-07-07,1553574,65,2089,4,USD,Cash
1641025,1,2022-06-29,2022-07-03,1602848,63,2006,3,USD,Cash
1641025,2,2022-06-29,2022-07-03,1602848,63,1278,3,USD,Credit Card
1641026,1,2022-06-29,2022-07-01,86472,5,956,7,AUD,Credit Card
1641026,2,2022-06-29,2022-07-05,86472,5,436,2,AUD,Cash
1641026,3,2022-06-29,2022-07-03,86472,5,965,1,AUD,Credit Card
1641026,4,2022-06-29,2022-07-07,86472,5,2151,2,AUD,Credit Card
1641027,1,2022-06-29,2022-06-30,868701,33,1624,2,EUR,Credit Card
1641027,2,2022-06-29,2022-07-03,868701,33,774,3,EUR,Cash
1641029,1,2022-06-29,2022-07-03,741824,30,1266,1,EUR,Cash
1641029,2,2022-06-29,2022-07-02,741824,30,2513,7,EUR,Credit Card
1641029,3,2022-06-29,2022-07-05,741824,30,84,2,EUR,Credit Card
1641029,4,2022-06-29,2022-07-03,741824,30,1587,3,EUR,Credit Card
1641029,5,2022-06-29,2022-07-05,741824,30,545,1,EUR,Credit Card
1641029,6,2022-06-29,2022-07-01,741824,30,1023,1,EUR,Credit Card
1641029,7,2022-06-29,2022-07-04,741824,30,430,1,EUR,Credit Card
1641030,1,2022-06-29,2022-07-05,1581888,65,1425,2,USD,Credit Card
1641030,2,2022-06-29,2022-07-05,1581888,65,1431,6,USD,Credit Card
1641030,3,2022-06-29,2022-07-03,1581888,65,1429,2,USD,Credit Card
1641030,4,2022-06-29,2022-07-06,1581888,65,406,1,USD,Cash
1641030,5,2022-06-29,2022-07-03,1581888,65,71,6,USD,Credit Card
1641031,1,2022-06-29,2022-07-03,544035,19,1771,6,EUR,Credit Card
1641031,2,2022-06-29,2022-07-02,544035,19,1426,2,EUR,Digital Wallet
1641032,1,2022-06-29,2022-07-06,1693705,45,420,7,USD,Credit Card
1641032,2,2022-06-29,2022-07-04,1693705,45,2030,3,USD,Credit Card
1641034,1,2022-06-29,2022-07-02,1168033,39,1616,1,GBP,Credit Card
1641034,2,2022-06-29,2022-07-07,1168033,39,179,4,GBP,Credit Card
1641034,3,2022-06-29,2022-07-02,1168033,39,59,7,GBP,Credit Card
1641034,4,2022-06-29,2022-07-02,1168033,39,1007,4,GBP,Credit Card
1641035,1,2022-06-29,2022-07-06,934744,36,69,7,GBP,Credit Card
1641035,2,2022-06-29,2022-07-01,934744,36,150,10,GBP,Digital Wallet
1641036,1,2022-06-29,2022-07-04,374720,10,1637,2,CAD,Credit Card
1641036,2,2022-06-29,2022-07-01,374720,10,1700,7,CAD,Credit Card
1641036,3,2022-06-29,2022-07-01,374720,10,371,5,CAD,Digital Wallet
1641037,1,2022-06-29,2022-07-04,1395464,57,1068,1,USD,Digital Wallet
1641038,1,2022-06-29,2022-07-01,91913,6,1630,2,AUD,Credit Card
1641038,2,2022-06-29,2022-07-06,91913,6,1621,4,AUD,Digital Wallet
1641038,3,2022-06-29,2022-07-04,91913,6,466,3,AUD,Cash
1641038,4,2022-06-29,2022-07-05,91913,6,1619,4,AUD,Credit Card
1641039,1,2022-06-29,2022-07-07,559221,0,2016,2,EUR,Credit Card
1641039,2,2022-06-29,2022-07-05,559221,0,1708,1,EUR,Credit Card
1641039,3,2022-06-29,2022-07-03,559221,0,2510,1,EUR,Credit Card
1641040,1,2022-06-29,2022-07-02,1191228,39,1142,4,GBP,Credit Card
1641040,2,2022-06-29,2022-07-07,1191228,39,63,6,GBP,Credit Card
1641040,3,2022-06-29,2022-07-05,1191228,39,2037,2,GBP,Cash
1641040,4,2022-06-29,2022-07-05,1191228,39,1731,3,GBP,Credit Card
1641040,5,2022-06-29,2022-07-01,1191228,39,1817,3,GBP,Cash
1641040,6,2022-06-29,2022-07-04,1191228,39,1166,2,GBP,Credit Card
1641040,7,2022-06-29,2022-06-30,1191228,39,1626,4,GBP,Credit Card
1641041,1,2022-06-29,2022-07-01,1090726,0,1612,1,GBP,Cash
1641042,1,2022-06-29,2022-07-01,1537178,56,1678,2,USD,Credit Card
1641042,2,2022-06-29,2022-07-06,1537178,56,1058,3,USD,Cash
1641043,1,2022-06-29,2022-07-04,1301542,0,2440,1,USD,Cash
1641044,1,2022-06-29,2022-06-30,741665,0,2001,3,EUR,Credit Card
1641044,2,2022-06-29,2022-06-30,741665,0,1399,10,EUR,Credit Card
1641044,3,2022-06-29,2022-07-03,741665,0,1399,3,EUR,Credit Card
1641045,1,2022-06-29,2022-07-01,1555078,51,70,2,USD,Cash
1641045,2,2022-06-29,2022-07-06,1555078,51,1649,1,USD,Cash
1641046,1,2022-06-29,2022-07-02,1293114,0,1673,10,USD,Credit Card
1641047,1,2022-06-29,2022-07-05,420053,20,1322,9,EUR,Credit Card
1641048,1,2022-06-29,2022-07-01,668140,16,1444,5,EUR,Credit Card
1641048,2,2022-06-29,2022-07-02,668140,16,1657,7,EUR,Credit Card
1641049,1,2022-06-29,2022-07-07,908329,36,530,3,GBP,Digital Wallet
1641049,2,2022-06-29,2022-07-02,908329,36,2041,4,GBP,Credit Card
1642000,1,2022-06-30,2022-07-08,318123,9,64,2,CAD,Credit Card
1642000,2,2022-06-30,2022-07-08,318123,9,1162,5,CAD,Cash
1642000,3,2022-06-30,2022-07-05,318123,9,918,2,CAD,Credit Card
1642001,1,2022-06-30,2022-07-02,276051,9,1659,1,CAD,Credit Card
1642001,2,2022-06-30,2022-07-05,276051,9,1704,7,CAD,Credit Card
1642001,3,2022-06-30,2022-07-04,276051,9,439,3,CAD,Cash
1642001,4,2022-06-30,2022-07-03,276051,9,430,6,CAD,Credit Card
1642001,5,2022-06-30,2022-07-01,276051,9,931,1,CAD,Credit Card
1642002,1,2022-06-30,2022-07-03,1691895,65,158,2,USD,Credit Card
1642003,1,2022-06-30,2022-07-04,788244,29,1470,3,EUR,Cash
1643001,1,2022-07-01,2022-07-04,1782682,0,51,4,USD,Credit Card
1643001,2,2022-07-01,2022-07-06,1782682,0,1667,1,USD,Credit Card
1643001,3,2022-07-01,2022-07-09,1782682,0,90,5,USD,Credit Card
1643002,1,2022-07-01,2022-07-03,1503301,0,1197,9,USD,Credit Card
1643002,2,2022-07-01,2022-07-02,1503301,0,2147,4,USD,Credit Card
1643002,3,2022-07-01,2022-07-06,1503301,0,1497,1,USD,Credit Card
1643002,4,2022-07-01,2022-07-07,1503301,0,58,2,USD,Digital Wallet
1643002,5,2022-07-01,2022-07-09,1503301,0,1817,2,USD,Credit Card
1643002,6,2022-07-01,2022-07-03,1503301,0,70,2,USD,Credit Card
1643002,7,2022-07-01,2022-07-02,1503301,0,1116,3,USD,Credit Card
1643003,1,2022-07-01,2022-07-05,460999,24,2500,1,EUR,Credit Card
1643003,2,2022-07-01,2022-07-04,460999,24,899,7,EUR,Digital Wallet
1643004,1,2022-07-01,2022-07-02,334483,9,1762,3,CAD,Credit Card
1643005,1,2022-07-01,2022-07-08,882956,33,427,2,EUR,Credit Card
1643005,2,2022-07-01,2022-07-07,882956,33,1814,8,EUR,Cash
1643005,3,2022-07-01,2022-07-05,882956,33,429,1,EUR,Credit Card
1643006,1,2022-07-01,2022-07-03,1057875,37,445,1,GBP,Credit Card
1643006,2,2022-07-01,2022-07-08,1057875,37,1093,3,GBP,Credit Card
1643006,3,2022-07-01,2022-07-02,1057875,37,1388,3,GBP,Credit Card
1643007,1,2022-07-01,2022-07-05,1876912,56,1260,3,USD,Cash
1643008,1,2022-07-01,2022-07-03,709368,29,352,8,EUR,Credit Card
1643009,1,2022-07-01,2022-07-08,1183661,38,1589,3,GBP,Digital Wallet
1643009,2,2022-07-01,2022-07-08,1183661,38,710,4,GBP,Cash
1643010,1,2022-07-01,2022-07-06,1395483,44,390,2,USD,Credit Card
1643010,2,2022-07-01,2022-07-04,1395483,44,1641,2,USD,Credit Card
1643010,3,2022-07-01,2022-07-05,1395483,44,57,5,USD,Credit Card
1643011,1,2022-07-01,2022-07-08,1130382,38,1405,2,GBP,Cash
1643011,2,2022-07-01,2022-07-06,1130382,38,1618,4,GBP,Credit Card
1643011,3,2022-07-01,2022-07-07,1130382,38,2108,3,GBP,Credit Card
1643012,1,2022-07-01,2022-07-09,2037245,0,452,2,USD,Credit Card
1643012,2,2022-07-01,2022-07-07,2037245,0,60,2,USD,Digital Wallet
1643012,3,2022-07-01,2022-07-03,2037245,0,884,8,USD,Credit Card
1643012,4,2022-07-01,2022-07-08,2037245,0,78,3,USD,Credit Card
1643013,1,2022-07-01,2022-07-08,1858814,55,1817,7,USD,Credit Card
